,starters,subGroup
999,I'm also curious as,depression_4
1000,"Also , you saying",depression_4
1001,Consider Metta meditation here,depression_4
1002,Sounds like a sign,depression_4
1003,The real way you,depression_4
1004,  Inside you are,depression_4
1005,Everyone feels some amount,depression_4
1006,Its normal to not,depression_4
1007,Try to accept your,depression_4
1008,Study yourself bc this,depression_4
1009,Trust and believe your,depression_4
1010,Emotions are real and,depression_4
1011,Since you 're sad,depression_4
1012,"  Basically , be",depression_4
1013,You 're probably not,depression_4
1014,Your question says a,depression_4
1015,"Sometimes , what 's",depression_4
1016,Addictions do n't happen,depression_4
1017,If you 've had,depression_4
1018,A lot of the,depression_4
1019,Tough love and clear,depression_4
1020,Family and friends are,depression_4
1021,You said she recently,depression_4
1022,You said she is,depression_4
1023,She wants to move,depression_4
1024,When a person receives,depression_4
1025,They need to break,depression_4
1026,It means moving to,depression_4
1027,Anything that may trigger,depression_4
1028,"Not only that ,",depression_4
1029,She may need some,depression_4
1030,Don't pressure her to,depression_4
1031,Let her have the,depression_4
1032,"If she stays ,",depression_4
1033,It does n't need,depression_4
1034,That will only lead,depression_4
1035,"Support her , but",depression_4
1036,Let her go .,depression_4
1037,It sounds like she,depression_4
1038,It would n't be,depression_4
1039,I would say talk,depression_4
1040,The best thing you,depression_4
1041,I would encourage her,depression_4
1042,"Also , getting connected",depression_4
1043,Encourage her to speak,depression_4
1044,She may believe moving,depression_4
1045,You can share with,depression_4
1046,"Ultimately , you will",depression_4
1047,She may want to,depression_4
1048,If she does choose,depression_4
1049,It sounds like she,depression_4
1050,Maybe staying in the,depression_4
1051,People often have very,depression_4
1052,Did the two of,depression_4
1053,"If yes , then",depression_4
1054,Once the terms of,depression_4
1055,The best way to,depression_4
1056,This is the only,depression_4
1057,Ask her to give,depression_4
1058,This is a fair,depression_4
1059,If she 's changed,depression_4
1060,After stopping the abuse,depression_4
1061,She may benefit from,depression_4
1062,12 step meetings can,depression_4
1063,You should start by,depression_4
1064,Have their been some,depression_4
1065,Have their been significant,depression_4
1066,If she just stopped,depression_4
1067,This is something the,depression_4
1068,"Also , if need",depression_4
1069,It sounds like you,depression_4
1070,Each person handles themselves,depression_4
1071,Since you are willing,depression_4
1072,Your mother and sister,depression_4
1073,Find your own path,depression_4
1074,This way you ’ll,depression_4
1075,It sounds like you,depression_4
1076,I'm not sure what,depression_4
1077,If you are crying,depression_4
1078,If you are crying,depression_4
1079,It may be helpful,depression_4
1080,They can help you,depression_4
1081,Good for you on,depression_3
1082,Wife and mother are,depression_3
1083,  And in your,depression_3
1084,Give yourself time to,depression_3
1085,Just like you know,depression_3
1086,Being a parent can,depression_3
1087,   And there are,depression_3
1088,In that effort to,depression_3
1089,   We can certainly,depression_3
1090,   There are parts,depression_3
1091,   I think it,depression_3
1092,   This may not,depression_3
1093,It is not easy,depression_3
1094,You have shifted roles,depression_3
1095,You went from having,depression_3
1096,Transitioning can be hard,depression_3
1097,I want to acknowledge,depression_3
1098,I think it is,depression_3
1099,"Feeling "" unhappy and",depression_3
1100,We have lots and,depression_3
1101,Sometimes we pay a,depression_3
1102,Right now these thoughts,depression_3
1103,  Is it really,depression_3
1104,You also said that,depression_3
1105,It does n't sound,depression_3
1106,You have some positive,depression_3
1107,"However , you are",depression_3
1108,I also wonder if,depression_3
1109,One thing that can,depression_3
1110,This is the basis,depression_3
1111,It is a great,depression_3
1112,Best of luck to,depression_3
1113,It sound like there,depression_3
1114,You say you feel,depression_3
1115,I also wonder if,depression_3
1116,I do n't know,depression_3
1117,"For example , if",depression_3
1118,There are often a,depression_3
1119,"Of course , that",depression_3
1120,"If not , what",depression_3
1121,What is it that,depression_3
1122,What do you look,depression_3
1123,Remember that looking forward,depression_3
1124,These ideas can coexist,depression_3
1125,Can you talk with,depression_3
1126,Do you have trust,depression_3
1127,Thank you for asking,depression_3
1128,I find that there,depression_3
1129,  Step one is,depression_3
1130,Congratulations you did the,depression_3
1131,You are showing your,depression_3
1132,  Now the second,depression_3
1133,The therapeutic orientations I,depression_3
1134,Receiving meditation for your,depression_3
1135,  Research has found,depression_3
1136,  The third step,depression_3
1137,"As counselors , we",depression_3
1138,"However , remind yourself",depression_3
1139,I hope this was,depression_3
1140,Certainly counselling can help,depression_3
1141,"however , there is",depression_3
1142,This leads to two,depression_3
1143,What are the identifiers,depression_3
1144,The right counsellor will,depression_3
1145,He or she will,depression_3
1146,This person will be,depression_3
1147,He or she will,depression_3
1148,Further they will be,depression_3
1149,The in - depth,depression_3
1150,It goes without saying,depression_3
1151,"As well , it",depression_3
1152,2 ) What is,depression_3
1153,   As Carl Jung,depression_3
1154,The approach must include,depression_3
1155,anxiety is a signal,depression_3
1156,anxiety is not the,depression_3
1157,it is a sign,depression_3
1158,the core of these,depression_3
1159,the work of psychotherapy,depression_3
1160,My initial response :,depression_3
1161,A medical evaluation is,depression_3
1162,Blood work is helpful,depression_3
1163,Review what had n't,depression_3
1164,From whom do you,depression_3
1165,Trust your own instinct,depression_3
1166,Pills work differently for,depression_3
1167,It is also possible,depression_3
1168,Try to understand what,depression_3
1169,This is slow work,depression_3
1170,Just by addressing your,depression_3
1171,From the little bit,depression_3
1172,Usually people who have,depression_3
1173,Unless you have a,depression_3
1174,   To know these,depression_3
1175,The more you realize,depression_3
1176,"Again , if you",depression_3
1177,"For some people ,",depression_3
1178,You mentioned that you,depression_3
1179,I wonder if you,depression_3
1180,If you have those,depression_3
1181,You say you have,depression_3
1182,I have also wondering,depression_3
1183,Remember that this idea,depression_3
1184,Being emotionally protected is,depression_3
1185,I also wonder what,depression_3
1186,Consider giving yourself permission,depression_3
1187,After you have that,depression_3
1188,Perhaps there is a,depression_3
1189,Thank you for reaching,depression_3
1190,If this continues to,depression_3
1191,"First of all ,",depression_3
1192,It 's hard to,depression_3
1193,"Unfortunately , you ca",depression_3
1194,He will ultimately need,depression_3
1195,Maybe your thoughts require,depression_4
1196,It keeps trying to,depression_4
1197,Anxiety is a sign,depression_4
1198,  Your thoughts are,depression_4
1199,"Then , when that",depression_4
1200,I imagine that it,depression_4
1201,When you said that,depression_4
1202,One of the difficult,depression_4
1203,Consider remembering that panic,depression_4
1204,As far as finding,depression_4
1205,You could also focus,depression_4
1206,You may also consider,depression_4
1207,  http://www.therapistaid.com/therapy-worksheet/values-clarificationIf this proves,depression_4
1208,"Feelings are real ,",depression_3
1209,Often we assume that,depression_3
1210,    Is not healthy,depression_3
1211,I am a Licensed,depression_3
1212,   You may reach,depression_3
1213,   ------------------------------------------------------------------------------------------------------------------------------------------Me he estado,depression_3
1214,  El sentimiento viene,depression_3
1215,No sé qué está,depression_3
1216,   No estoy seguro,depression_3
1217,Los sentimientos son muy,depression_3
1218,probable que los estés,depression_3
